month,payer_id,location_id,claims,denied_claims,denied_amount,allowed_amount,denial_reason_id
2022-01-31,PY002,LC0046,12,1,237.55,8759.59,DR024
2022-01-31,PY002,LC0047,13,1,157.11,6532.49,DR013
2022-01-31,PY002,LC0048,1,0,0.0,49.68,
2022-01-31,PY002,LC0049,15,2,1272.4,7582.97,DR008
2022-01-31,PY002,LC0050,1,0,0.0,681.4,
2022-01-31,PY002,LC0052,5,0,0.0,2988.99,
2022-01-31,PY003,LC0001,8,1,584.04,6827.37,DR023
2022-01-31,PY003,LC0002,1,0,0.0,219.68,
2022-01-31,PY003,LC0003,3,1,201.39,1116.4,DR016
2022-01-31,PY003,LC0004,6,0,0.0,6372.78,
2022-01-31,PY003,LC0005,7,1,438.9,8246.75,DR019
2022-01-31,PY003,LC0006,8,2,750.1800000000001,4833.03,DR006
2022-01-31,PY003,LC0007,2,0,0.0,1029.23,
2022-01-31,PY003,LC0008,2,0,0.0,1530.4499999999998,
2022-01-31,PY003,LC0009,7,2,761.46,5220.04,DR002
2022-01-31,PY003,LC0010,2,1,36.33,655.94,DR007
2022-01-31,PY003,LC0011,3,1,145.89,1656.89,DR013
2022-01-31,PY003,LC0013,2,0,0.0,1316.79,
2022-01-31,PY003,LC0014,1,0,0.0,345.55,
2022-01-31,PY003,LC0015,10,3,2575.5699999999997,12847.54,DR001
2022-01-31,PY003,LC0016,1,0,0.0,527.74,
2022-01-31,PY003,LC0017,5,0,0.0,3172.36,
2022-01-31,PY003,LC0018,10,0,0.0,8357.79,
2022-01-31,PY003,LC0019,16,1,602.59,19185.86,DR018
2022-01-31,PY003,LC0020,2,0,0.0,668.18,
2022-01-31,PY003,LC0021,6,0,0.0,3420.09,
2022-01-31,PY003,LC0022,8,0,0.0,4789.41,
2022-01-31,PY003,LC0023,2,0,0.0,478.39,
2022-01-31,PY003,LC0024,1,0,0.0,369.19,
2022-01-31,PY003,LC0025,7,1,72.83,4464.0599999999995,DR017
2022-01-31,PY003,LC0026,8,0,0.0,4812.65,
2022-01-31,PY003,LC0027,5,0,0.0,1792.65,
2022-01-31,PY003,LC0028,12,0,0.0,10553.88,
2022-01-31,PY003,LC0029,1,0,0.0,2057.23,
2022-01-31,PY003,LC0030,3,0,0.0,3340.91,
2022-01-31,PY003,LC0031,5,0,0.0,6262.33,
2022-01-31,PY003,LC0032,4,0,0.0,2486.91,
2022-01-31,PY003,LC0033,4,0,0.0,3376.5,
2022-01-31,PY003,LC0035,8,0,0.0,4648.7300000000005,
2022-01-31,PY003,LC0036,8,0,0.0,5567.29,
2022-01-31,PY003,LC0037,6,0,0.0,6210.49,
2022-01-31,PY003,LC0038,4,0,0.0,3168.4999999999995,
2022-01-31,PY003,LC0039,4,0,0.0,4817.93,
2022-01-31,PY003,LC0041,2,0,0.0,1622.27,
2022-01-31,PY003,LC0042,12,0,0.0,9975.74,
2022-01-31,PY003,LC0043,10,1,887.15,8782.59,DR006
2022-01-31,PY003,LC0045,1,0,0.0,259.88,
2022-01-31,PY003,LC0046,8,0,0.0,6787.88,
2022-01-31,PY003,LC0047,9,0,0.0,6847.37,
2022-01-31,PY003,LC0048,4,1,155.31,2434.73,DR012
2022-01-31,PY003,LC0049,20,1,441.49,16496.69,DR005
2022-01-31,PY003,LC0051,2,0,0.0,522.42,
2022-01-31,PY003,LC0052,14,0,0.0,8178.25,
2022-01-31,PY004,LC0001,12,0,0.0,12393.28,
2022-01-31,PY004,LC0003,6,0,0.0,2145.53,
2022-01-31,PY004,LC0004,1,0,0.0,218.69,
2022-01-31,PY004,LC0005,14,0,0.0,9397.61,
2022-01-31,PY004,LC0006,9,0,0.0,7399.740000000001,
2022-01-31,PY004,LC0007,3,0,0.0,1780.27,
2022-01-31,PY004,LC0008,3,0,0.0,8409.01,
2022-01-31,PY004,LC0009,11,0,0.0,10337.65,
2022-01-31,PY004,LC0010,5,0,0.0,1975.81,
2022-01-31,PY004,LC0011,5,0,0.0,1723.04,
2022-01-31,PY004,LC0013,1,0,0.0,499.64,
2022-01-31,PY004,LC0015,12,1,346.29,12872.06,DR024
2022-01-31,PY004,LC0016,2,0,0.0,659.47,
2022-01-31,PY004,LC0017,3,0,0.0,8324.13,
2022-01-31,PY004,LC0018,6,0,0.0,2296.62,
2022-01-31,PY004,LC0019,19,0,0.0,32230.03,
2022-01-31,PY004,LC0020,2,0,0.0,1745.37,
2022-01-31,PY004,LC0021,6,0,0.0,6314.85,
2022-01-31,PY004,LC0022,4,0,0.0,3709.5,
2022-01-31,PY004,LC0023,1,0,0.0,438.77,
2022-01-31,PY004,LC0025,7,1,982.86,5372.86,DR023
2022-01-31,PY004,LC0026,9,1,562.93,8149.52,DR020
2022-01-31,PY004,LC0027,12,1,2684.33,14568.93,DR013
2022-01-31,PY004,LC0028,17,2,789.53,13569.89,DR001
2022-01-31,PY004,LC0029,3,1,410.92,2124.26,DR007
2022-01-31,PY004,LC0031,7,0,0.0,4716.85,
2022-01-31,PY004,LC0032,1,0,0.0,616.62,
2022-01-31,PY004,LC0033,5,0,0.0,3325.25,
2022-01-31,PY004,LC0034,1,0,0.0,922.57,
2022-01-31,PY004,LC0035,5,0,0.0,6002.76,
2022-01-31,PY004,LC0036,6,0,0.0,2755.94,
2022-01-31,PY004,LC0037,5,0,0.0,2810.38,
2022-01-31,PY004,LC0038,5,1,255.59,2099.9,DR016
2022-01-31,PY004,LC0039,7,3,2254.55,5942.95,DR005
2022-01-31,PY004,LC0040,2,0,0.0,5797.35,
2022-01-31,PY004,LC0041,6,0,0.0,2416.7799999999997,
2022-01-31,PY004,LC0042,12,0,0.0,5630.25,
2022-01-31,PY004,LC0043,10,1,38.07,4227.77,DR022
2022-01-31,PY004,LC0045,2,0,0.0,1017.87,
2022-01-31,PY004,LC0046,20,0,0.0,17695.239999999998,
2022-01-31,PY004,LC0047,7,1,330.49,4894.49,DR004
2022-01-31,PY004,LC0048,3,0,0.0,2992.2,
2022-01-31,PY004,LC0049,10,1,428.86,7735.030000000001,DR018
2022-01-31,PY004,LC0052,12,0,0.0,8917.07,
2022-01-31,PY005,LC0001,13,1,267.99,11013.97,DR016
2022-01-31,PY005,LC0003,4,0,0.0,2813.7999999999997,
2022-01-31,PY005,LC0004,2,1,358.61,1033.83,DR004
2022-01-31,PY005,LC0005,10,0,0.0,7792.150000000001,
2022-01-31,PY005,LC0006,6,0,0.0,3452.94,
2022-01-31,PY005,LC0008,2,0,0.0,1166.97,
2022-01-31,PY005,LC0009,9,0,0.0,5649.2699999999995,
2022-01-31,PY005,LC0010,2,0,0.0,566.83,
2022-01-31,PY005,LC0011,6,0,0.0,6520.59,
2022-01-31,PY005,LC0012,1,0,0.0,505.3,
2022-01-31,PY005,LC0013,5,0,0.0,2670.16,
2022-01-31,PY005,LC0015,19,1,1413.68,14414.9,DR023
2022-01-31,PY005,LC0016,5,0,0.0,4096.78,
2022-01-31,PY005,LC0017,5,1,87.33,3331.54,DR020
2022-01-31,PY005,LC0018,5,0,0.0,3229.56,
2022-01-31,PY005,LC0019,12,0,0.0,9765.71,
2022-01-31,PY005,LC0020,1,0,0.0,834.86,
2022-01-31,PY005,LC0021,1,0,0.0,411.49,
2022-01-31,PY005,LC0022,5,0,0.0,6218.84,
2022-01-31,PY005,LC0023,3,0,0.0,519.12,
2022-01-31,PY005,LC0024,1,0,0.0,145.46,
2022-01-31,PY005,LC0025,6,0,0.0,4581.11,
2022-01-31,PY005,LC0026,5,0,0.0,3124.42,
2022-01-31,PY005,LC0027,8,0,0.0,8962.99,
2022-01-31,PY005,LC0028,16,2,750.03,12372.8,DR001
2022-01-31,PY005,LC0029,1,0,0.0,247.86,
2022-01-31,PY005,LC0030,1,0,0.0,140.27,
2022-01-31,PY005,LC0031,6,0,0.0,6781.91,
2022-01-31,PY005,LC0032,5,0,0.0,2276.29,
2022-01-31,PY005,LC0033,8,0,0.0,6231.650000000001,
2022-01-31,PY005,LC0034,2,0,0.0,680.24,
2022-01-31,PY005,LC0035,7,1,1935.01,7547.43,DR017
2022-01-31,PY005,LC0036,2,0,0.0,1425.24,
2022-01-31,PY005,LC0037,8,1,71.29,3529.9700000000003,DR024
2022-01-31,PY005,LC0038,5,0,0.0,6776.070000000001,
2022-01-31,PY005,LC0039,6,1,1222.68,5238.4400000000005,DR021
2022-01-31,PY005,LC0040,1,0,0.0,1416.4,
2022-01-31,PY005,LC0041,5,0,0.0,2730.46,
2022-01-31,PY005,LC0042,11,0,0.0,9541.17,
2022-01-31,PY005,LC0043,11,0,0.0,7018.71,
2022-01-31,PY005,LC0045,1,0,0.0,647.4,
2022-01-31,PY005,LC0046,9,1,326.76,15701.02,DR016
2022-01-31,PY005,LC0047,7,1,380.75,5329.99,DR004
2022-01-31,PY005,LC0048,3,1,204.81,5164.530000000001,DR009
2022-01-31,PY005,LC0049,18,0,0.0,12194.07,
2022-01-31,PY005,LC0050,1,0,0.0,364.41,
2022-01-31,PY005,LC0052,11,0,0.0,14227.37,
2022-01-31,PY005,LC0053,1,0,0.0,548.2,
2022-01-31,PY006,LC0001,13,2,586.69,7460.42,DR011
2022-01-31,PY006,LC0002,1,0,0.0,231.06,
2022-01-31,PY006,LC0003,5,0,0.0,2590.19,
2022-01-31,PY006,LC0004,3,1,563.06,4040.59,DR013
2022-01-31,PY006,LC0005,11,0,0.0,7141.38,
2022-01-31,PY006,LC0006,15,1,198.97,8556.89,DR003
2022-01-31,PY006,LC0007,2,0,0.0,850.3,
2022-01-31,PY006,LC0008,3,0,0.0,2153.14,
2022-01-31,PY006,LC0009,7,0,0.0,4725.26,
2022-01-31,PY006,LC0010,1,0,0.0,74.73,
2022-01-31,PY006,LC0011,8,2,793.14,4767.05,DR021
2022-01-31,PY006,LC0013,1,0,0.0,376.58,
2022-01-31,PY006,LC0014,1,0,0.0,561.51,
2022-01-31,PY006,LC0015,15,0,0.0,8495.02,
2022-01-31,PY006,LC0016,1,0,0.0,994.75,
2022-01-31,PY006,LC0017,5,1,364.98,3162.77,DR012
2022-01-31,PY006,LC0018,12,1,87.94,12104.62,DR020
2022-01-31,PY006,LC0019,12,2,1924.31,7002.469999999999,DR002
2022-01-31,PY006,LC0020,1,0,0.0,355.38,
2022-01-31,PY006,LC0021,5,0,0.0,2715.6,
2022-01-31,PY006,LC0022,9,0,0.0,8405.39,
2022-01-31,PY006,LC0023,4,0,0.0,1431.29,
2022-01-31,PY006,LC0025,7,0,0.0,9950.26,
2022-01-31,PY006,LC0026,8,1,295.26,6908.650000000001,DR017
2022-01-31,PY006,LC0027,5,0,0.0,835.18,
2022-01-31,PY006,LC0028,19,0,0.0,20325.22,
2022-01-31,PY006,LC0029,5,0,0.0,4876.25,
2022-01-31,PY006,LC0030,2,0,0.0,1902.56,
2022-01-31,PY006,LC0031,9,0,0.0,4397.43,
2022-01-31,PY006,LC0032,1,0,0.0,459.58,
2022-01-31,PY006,LC0033,4,1,595.23,2854.69,DR005
2022-01-31,PY006,LC0035,8,0,0.0,6155.97,
2022-01-31,PY006,LC0036,4,0,0.0,2437.75,
2022-01-31,PY006,LC0037,4,0,0.0,2700.74,
2022-01-31,PY006,LC0038,4,1,73.37,1588.0,DR002
2022-01-31,PY006,LC0039,10,0,0.0,6864.01,
2022-01-31,PY006,LC0041,8,0,0.0,5572.0,
2022-01-31,PY006,LC0042,11,1,1277.17,9769.32,DR005
2022-01-31,PY006,LC0043,7,0,0.0,7102.13,
2022-01-31,PY006,LC0046,5,0,0.0,2213.89,
2022-01-31,PY006,LC0047,9,0,0.0,8365.4,
2022-01-31,PY006,LC0048,1,0,0.0,494.24,
2022-01-31,PY006,LC0049,16,3,820.06,6393.58,DR004
2022-01-31,PY006,LC0051,1,0,0.0,475.89,
2022-01-31,PY006,LC0052,13,0,0.0,6372.45,
2022-01-31,PY007,LC0001,8,1,180.61,4060.75,DR010
2022-01-31,PY007,LC0002,2,0,0.0,406.76,
2022-01-31,PY007,LC0003,7,0,0.0,5308.54,
2022-01-31,PY007,LC0004,3,1,1369.96,5242.0,DR018
2022-01-31,PY007,LC0005,9,0,0.0,7320.01,
2022-01-31,PY007,LC0006,13,1,89.3,6949.900000000001,DR007
2022-01-31,PY007,LC0008,3,0,0.0,3085.49,
2022-01-31,PY007,LC0009,11,0,0.0,8995.460000000001,
2022-01-31,PY007,LC0010,1,0,0.0,113.33,
2022-01-31,PY007,LC0011,4,0,0.0,2127.58,
2022-01-31,PY007,LC0012,1,0,0.0,936.49,
2022-01-31,PY007,LC0013,4,1,208.01,2377.83,DR020
2022-01-31,PY007,LC0014,1,0,0.0,78.76,
2022-01-31,PY007,LC0015,11,0,0.0,6412.16,
2022-01-31,PY007,LC0016,4,0,0.0,4120.68,
2022-01-31,PY007,LC0017,1,0,0.0,299.09,
2022-01-31,PY007,LC0018,8,0,0.0,11689.44,
2022-01-31,PY007,LC0019,12,0,0.0,8633.11,
2022-01-31,PY007,LC0020,1,0,0.0,1614.88,
2022-01-31,PY007,LC0021,2,0,0.0,1282.61,
2022-01-31,PY007,LC0022,4,0,0.0,1661.95,
2022-01-31,PY007,LC0023,3,0,0.0,1959.25,
2022-01-31,PY007,LC0025,4,0,0.0,2751.88,
2022-01-31,PY007,LC0026,7,0,0.0,7839.43,
2022-01-31,PY007,LC0027,8,2,789.63,10496.19,DR002
2022-01-31,PY007,LC0028,23,3,1394.84,23014.44,DR007
2022-01-31,PY007,LC0029,2,0,0.0,547.02,
2022-01-31,PY007,LC0030,2,0,0.0,1170.84,
2022-01-31,PY007,LC0031,11,0,0.0,8377.72,
2022-01-31,PY007,LC0032,2,0,0.0,460.28,
2022-01-31,PY007,LC0033,7,0,0.0,7645.61,
2022-01-31,PY007,LC0034,3,0,0.0,1594.19,
2022-01-31,PY007,LC0035,7,1,31.35,3709.43,DR016
2022-01-31,PY007,LC0036,2,1,229.47,1260.91,DR016
2022-01-31,PY007,LC0037,5,0,0.0,2793.96,
2022-01-31,PY007,LC0038,2,0,0.0,945.62,
2022-01-31,PY007,LC0039,5,0,0.0,2850.1,
2022-01-31,PY007,LC0040,2,0,0.0,3007.9700000000003,
2022-01-31,PY007,LC0041,11,0,0.0,6559.05,
2022-01-31,PY007,LC0042,7,0,0.0,5558.58,
2022-01-31,PY007,LC0043,9,0,0.0,6202.57,
2022-01-31,PY007,LC0046,9,0,0.0,10568.69,
2022-01-31,PY007,LC0047,12,0,0.0,10212.33,
2022-01-31,PY007,LC0049,22,1,54.27,19286.81,DR002
2022-01-31,PY007,LC0051,1,0,0.0,649.9,
2022-01-31,PY007,LC0052,10,0,0.0,14286.94,
2022-01-31,PY007,LC0053,1,0,0.0,201.05,
2022-01-31,PY008,LC0001,19,2,607.86,12676.73,DR018
2022-01-31,PY008,LC0002,3,0,0.0,1742.0400000000002,
2022-01-31,PY008,LC0003,2,0,0.0,1352.26,
2022-01-31,PY008,LC0004,2,0,0.0,956.15,
2022-01-31,PY008,LC0005,6,0,0.0,8234.74,
2022-01-31,PY008,LC0006,7,1,243.33,2692.2799999999997,DR005
2022-01-31,PY008,LC0007,1,0,0.0,914.07,
2022-01-31,PY008,LC0009,9,2,756.9399999999999,12286.91,DR005
2022-01-31,PY008,LC0010,3,0,0.0,2636.16,
2022-01-31,PY008,LC0011,8,0,0.0,4059.09,
2022-01-31,PY008,LC0012,2,0,0.0,915.25,
2022-01-31,PY008,LC0013,2,0,0.0,513.81,
2022-01-31,PY008,LC0015,17,4,697.58,7841.75,DR002
2022-01-31,PY008,LC0016,3,1,189.45,1932.76,DR022
2022-01-31,PY008,LC0017,4,0,0.0,2678.88,
2022-01-31,PY008,LC0018,11,0,0.0,15759.26,
2022-01-31,PY008,LC0019,26,1,111.19,23563.65,DR023
2022-01-31,PY008,LC0020,3,0,0.0,1441.27,
2022-01-31,PY008,LC0021,2,0,0.0,1325.24,
2022-01-31,PY008,LC0022,6,1,744.18,6804.02,DR005
2022-01-31,PY008,LC0023,2,1,289.95,1489.31,DR023
2022-01-31,PY008,LC0025,6,1,439.11,5265.25,DR005
2022-01-31,PY008,LC0026,6,0,0.0,4901.12,
2022-01-31,PY008,LC0027,5,0,0.0,4395.93,
2022-01-31,PY008,LC0028,29,3,1910.58,34704.31,DR015
2022-01-31,PY008,LC0030,6,0,0.0,3194.93,
2022-01-31,PY008,LC0031,15,0,0.0,9553.74,
2022-01-31,PY008,LC0032,2,0,0.0,985.37,
2022-01-31,PY008,LC0033,5,0,0.0,6036.62,
2022-01-31,PY008,LC0034,2,0,0.0,5656.259999999999,
2022-01-31,PY008,LC0035,6,0,0.0,6727.92,
2022-01-31,PY008,LC0036,6,0,0.0,3860.63,
2022-01-31,PY008,LC0037,6,0,0.0,4456.360000000001,
2022-01-31,PY008,LC0038,1,0,0.0,568.67,
2022-01-31,PY008,LC0039,4,0,0.0,3141.56,
2022-01-31,PY008,LC0041,1,0,0.0,157.08,
2022-01-31,PY008,LC0042,11,0,0.0,10028.2,
2022-01-31,PY008,LC0043,10,1,172.48,3280.4,DR001
2022-01-31,PY008,LC0044,1,0,0.0,520.89,
2022-01-31,PY008,LC0045,1,0,0.0,345.14,
2022-01-31,PY008,LC0046,13,0,0.0,11536.12,
2022-01-31,PY008,LC0047,16,0,0.0,15186.62,
2022-01-31,PY008,LC0049,8,2,7220.48,11377.68,DR020
2022-01-31,PY008,LC0051,1,0,0.0,236.33,
2022-01-31,PY008,LC0052,9,1,303.85,7174.6,DR011
2022-01-31,PY009,LC0001,49,1,2292.77,35085.9,DR018
2022-01-31,PY009,LC0002,3,0,0.0,2980.88,
2022-01-31,PY009,LC0003,20,1,20.76,6727.17,DR005
2022-01-31,PY009,LC0004,2,0,0.0,738.77,
2022-01-31,PY009,LC0005,49,3,779.55,35901.31,DR005
2022-01-31,PY009,LC0006,37,1,247.2,15054.85,DR002
2022-01-31,PY009,LC0007,11,0,0.0,7527.56,
2022-01-31,PY009,LC0008,9,0,0.0,6423.58,
2022-01-31,PY009,LC0009,27,0,0.0,12810.87,
2022-01-31,PY009,LC0010,6,0,0.0,2111.73,
2022-01-31,PY009,LC0011,25,1,528.15,12293.46,DR021
2022-01-31,PY009,LC0012,1,0,0.0,132.32,
2022-01-31,PY009,LC0013,6,0,0.0,3659.47,
2022-01-31,PY009,LC0014,2,0,0.0,273.89,
2022-01-31,PY009,LC0015,53,3,555.23,19046.33,DR023
2022-01-31,PY009,LC0016,20,0,0.0,16172.37,
2022-01-31,PY009,LC0017,17,2,212.37,10937.12,DR011
2022-01-31,PY009,LC0018,31,2,600.86,18545.39,DR007
2022-01-31,PY009,LC0019,41,3,3240.53,27252.46,DR002
2022-01-31,PY009,LC0020,11,0,0.0,3449.99,
2022-01-31,PY009,LC0021,13,0,0.0,4097.62,
2022-01-31,PY009,LC0022,15,1,166.09,6667.5199999999995,DR024
2022-01-31,PY009,LC0023,10,0,0.0,4669.53,
2022-01-31,PY009,LC0025,26,3,600.8,14943.66,DR020
2022-01-31,PY009,LC0026,22,0,0.0,24365.0,
2022-01-31,PY009,LC0027,19,0,0.0,6580.13,
2022-01-31,PY009,LC0028,50,2,697.1099999999999,23245.09,DR005
2022-01-31,PY009,LC0029,9,0,0.0,8048.81,
2022-01-31,PY009,LC0030,7,0,0.0,2912.58,
2022-01-31,PY009,LC0031,42,1,1647.14,29423.25,DR002
2022-01-31,PY009,LC0032,7,0,0.0,1794.92,
2022-01-31,PY009,LC0033,22,1,262.03,8222.4,DR003
2022-01-31,PY009,LC0034,6,0,0.0,3802.17,
2022-01-31,PY009,LC0035,24,1,203.9,12868.19,DR012
2022-01-31,PY009,LC0036,11,1,303.4,7894.289999999999,DR005
2022-01-31,PY009,LC0037,15,2,981.56,8439.89,DR005
2022-01-31,PY009,LC0038,13,0,0.0,3526.6499999999996,
2022-01-31,PY009,LC0039,23,1,16.08,15055.07,DR012
2022-01-31,PY009,LC0040,3,0,0.0,2877.9300000000003,
2022-01-31,PY009,LC0041,18,0,0.0,10269.45,
2022-01-31,PY009,LC0042,54,3,972.69,29413.97,DR004
2022-01-31,PY009,LC0043,32,2,446.67,17650.23,DR012
2022-01-31,PY009,LC0045,3,0,0.0,448.04,
2022-01-31,PY009,LC0046,35,1,164.68,16394.32,DR006
2022-01-31,PY009,LC0047,31,1,95.94,20806.26,DR020
2022-01-31,PY009,LC0048,5,0,0.0,3481.92,
2022-01-31,PY009,LC0049,50,1,79.02,20865.93,DR012
2022-01-31,PY009,LC0050,3,0,0.0,1046.55,
2022-01-31,PY009,LC0051,6,0,0.0,3014.42,
2022-01-31,PY009,LC0052,41,1,218.89,22886.51,DR008
2022-01-31,PY009,LC0053,4,0,0.0,2594.36,
2022-01-31,PY010,LC0001,51,1,249.21,25869.15,DR003
2022-01-31,PY010,LC0003,17,3,2130.96,12354.48,DR007
2022-01-31,PY010,LC0004,9,1,826.9,4679.7300000000005,DR006
2022-01-31,PY010,LC0005,59,2,181.02,39262.37,DR004
2022-01-31,PY010,LC0006,38,2,499.55999999999995,17106.51,DR003
2022-01-31,PY010,LC0007,10,0,0.0,3259.96,
2022-01-31,PY010,LC0008,13,0,0.0,9329.7,
2022-01-31,PY010,LC0009,29,2,1031.17,15926.87,DR007
2022-01-31,PY010,LC0010,5,0,0.0,1077.03,
2022-01-31,PY010,LC0011,14,1,128.31,8380.17,DR005
2022-01-31,PY010,LC0012,1,0,0.0,211.88,
2022-01-31,PY010,LC0013,13,1,45.48,3625.63,DR012
2022-01-31,PY010,LC0014,2,0,0.0,975.14,
2022-01-31,PY010,LC0015,36,4,811.03,15355.28,DR015
2022-01-31,PY010,LC0016,20,0,0.0,9957.71,
2022-01-31,PY010,LC0017,11,0,0.0,6203.92,
2022-01-31,PY010,LC0018,31,0,0.0,21586.17,
2022-01-31,PY010,LC0019,64,4,1516.28,44719.73,DR005
2022-01-31,PY010,LC0020,10,1,17.16,4852.59,DR005
2022-01-31,PY010,LC0021,18,0,0.0,11963.39,
2022-01-31,PY010,LC0022,14,0,0.0,8437.23,
2022-01-31,PY010,LC0023,7,0,0.0,2744.7200000000003,
2022-01-31,PY010,LC0024,5,0,0.0,4862.23,
2022-01-31,PY010,LC0025,35,1,241.48,27219.71,DR005
2022-01-31,PY010,LC0026,21,0,0.0,16481.75,
2022-01-31,PY010,LC0027,27,1,603.25,12362.68,DR001
2022-01-31,PY010,LC0028,55,3,1289.86,30182.85,DR002
2022-01-31,PY010,LC0029,9,0,0.0,3326.85,
2022-01-31,PY010,LC0030,9,0,0.0,3275.8199999999997,
2022-01-31,PY010,LC0031,45,2,699.3199999999999,25229.84,DR021
2022-01-31,PY010,LC0032,8,0,0.0,2460.64,
