month,payer_id,location_id,claims,charge_amount,allowed_amount,net_allowed_after_denial,paid_amount_total
2022-01-31,PY004,LC0017,3,8854.58,8324.13,8324.13,8134.72
2022-01-31,PY004,LC0018,6,2436.44,2296.62,2296.62,2193.3
2022-01-31,PY004,LC0019,19,32156.519999999997,32230.03,32230.03,30850.539999999997
2022-01-31,PY004,LC0020,2,1678.29,1745.3700000000001,1745.3700000000001,1600.8799999999999
2022-01-31,PY004,LC0021,6,6102.42,6314.85,6314.85,5859.54
2022-01-31,PY004,LC0022,4,3846.1,3709.5,3709.5,3577.5099999999998
2022-01-31,PY004,LC0023,1,506.94,438.77,438.77,399.12
2022-01-31,PY004,LC0025,7,5191.94,5372.86,4000.05,3898.03
2022-01-31,PY004,LC0026,9,8548.38,8149.5199999999995,7323.73,7096.8099999999995
2022-01-31,PY004,LC0027,12,13797.18,14568.93,13157.449999999999,12645.52
2022-01-31,PY004,LC0028,17,13489.28,13569.89,12855.08,12293.66
2022-01-31,PY004,LC0029,3,1967.04,2124.26,737.12,690.5600000000001
2022-01-31,PY004,LC0031,7,4795.719999999999,4716.85,4716.85,4475.530000000001
2022-01-31,PY004,LC0032,1,630.35,616.62,616.62,586.81
2022-01-31,PY004,LC0033,5,3296.71,3325.25,3325.25,3166.51
2022-01-31,PY004,LC0034,1,1056.7,922.57,922.57,837.22
2022-01-31,PY004,LC0035,5,6228.040000000001,6002.76,6002.76,5530.9400000000005
2022-01-31,PY004,LC0036,6,2819.89,2755.94,2755.94,2549.2
2022-01-31,PY004,LC0037,5,2666.82,2810.38,2810.38,2708.2200000000003
2022-01-31,PY004,LC0038,5,2248.15,2099.9,1868.3200000000002,1770.62
2022-01-31,PY004,LC0039,7,5807.52,5942.95,4018.4800000000005,3768.7200000000003
2022-01-31,PY004,LC0040,2,5417.0199999999995,5797.35,5797.35,5395.219999999999
2022-01-31,PY004,LC0041,6,2382.29,2416.7799999999997,2416.7799999999997,2255.7200000000003
2022-01-31,PY004,LC0042,12,5373.45,5630.25,5630.25,5396.69
2022-01-31,PY004,LC0043,10,4322.18,4227.77,4122.52,3893.7200000000003
2022-01-31,PY004,LC0045,2,934.79,1017.87,1017.87,995.99
2022-01-31,PY004,LC0046,20,18739.629999999997,17695.239999999998,17695.239999999998,16883.44
2022-01-31,PY004,LC0047,7,5123.9400000000005,4894.49,4265.0,3971.61
2022-01-31,PY004,LC0048,3,2829.79,2992.2,2992.2,2754.67
2022-01-31,PY004,LC0049,10,8106.2,7735.030000000001,7545.68,7112.83
2022-01-31,PY004,LC0052,12,8852.21,8917.07,8917.07,8443.960000000001
2022-01-31,PY005,LC0001,13,11468.619999999999,11013.97,10375.869999999999,9678.07
2022-01-31,PY005,LC0003,4,2917.08,2813.7999999999997,2813.7999999999997,2744.09
2022-01-31,PY005,LC0004,2,1023.97,1033.83,721.78,690.21
2022-01-31,PY005,LC0005,10,7189.09,7792.150000000001,7792.150000000001,7266.24
2022-01-31,PY005,LC0006,6,3558.9500000000003,3452.94,3452.94,3155.29
2022-01-31,PY005,LC0008,2,1108.8,1166.97,1166.97,1115.3899999999999
2022-01-31,PY005,LC0009,9,5400.62,5649.2699999999995,5649.2699999999995,5455.55
2022-01-31,PY005,LC0010,2,605.11,566.83,566.83,528.18
2022-01-31,PY005,LC0011,6,6571.4,6520.59,6520.59,6337.68
2022-01-31,PY005,LC0012,1,488.67,505.3,505.3,474.96
2022-01-31,PY005,LC0013,5,2697.54,2670.16,2670.16,2471.41
2022-01-31,PY005,LC0015,19,14771.279999999999,14414.9,13547.54,12898.57
2022-01-31,PY005,LC0016,5,4284.04,4096.78,4096.78,3944.9700000000003
2022-01-31,PY005,LC0017,5,3325.9,3331.54,3132.6499999999996,2888.17
2022-01-31,PY005,LC0018,5,3367.99,3229.56,3229.56,3017.16
2022-01-31,PY005,LC0019,12,9405.64,9765.71,9765.71,9310.07
2022-01-31,PY005,LC0020,1,776.01,834.86,834.86,786.56
2022-01-31,PY005,LC0021,1,411.84,411.49,411.49,386.97
2022-01-31,PY005,LC0022,5,6301.46,6218.84,6218.84,5928.88
2022-01-31,PY005,LC0023,3,531.88,519.12,519.12,499.3
2022-01-31,PY005,LC0024,1,163.9,145.46,145.46,132.62
2022-01-31,PY005,LC0025,6,4764.44,4581.11,4581.11,4400.7300000000005
2022-01-31,PY005,LC0026,5,3323.93,3124.42,3124.42,2902.62
2022-01-31,PY005,LC0027,8,9411.72,8962.99,8962.99,8318.26
2022-01-31,PY005,LC0028,16,12744.51,12372.8,10341.62,9686.25
2022-01-31,PY005,LC0029,1,222.46,247.86,247.86,227.1
2022-01-31,PY005,LC0030,1,127.39,140.27,140.27,135.85
2022-01-31,PY005,LC0031,6,7410.360000000001,6781.91,6781.91,6286.4
2022-01-31,PY005,LC0032,5,2326.5,2276.29,2276.29,2143.73
2022-01-31,PY005,LC0033,8,6342.68,6231.650000000001,6231.650000000001,5982.57
2022-01-31,PY005,LC0034,2,662.49,680.24,680.24,661.9200000000001
2022-01-31,PY005,LC0035,7,7328.5599999999995,7547.43,4196.79,3861.7300000000005
2022-01-31,PY005,LC0036,2,1602.43,1425.24,1425.24,1310.16
2022-01-31,PY005,LC0037,8,3554.19,3529.9700000000003,3507.5600000000004,3290.77
2022-01-31,PY005,LC0038,5,7190.01,6776.070000000001,6776.070000000001,6557.71
2022-01-31,PY005,LC0039,6,5690.5599999999995,5238.4400000000005,4483.25,4187.83
2022-01-31,PY005,LC0040,1,1345.22,1416.4,1416.4,1297.25
2022-01-31,PY005,LC0041,5,2707.81,2730.46,2730.46,2656.3
2022-01-31,PY005,LC0042,11,10129.35,9541.17,9541.17,9175.92
2022-01-31,PY005,LC0043,11,7107.9400000000005,7018.71,7018.71,6712.75
2022-01-31,PY005,LC0045,1,727.93,647.4,647.4,626.88
2022-01-31,PY005,LC0046,9,14687.499999999998,15701.02,15386.2,14225.91
2022-01-31,PY005,LC0047,7,5448.95,5329.99,5110.360000000001,4848.35
2022-01-31,PY005,LC0048,3,5120.57,5164.530000000001,5055.96,4625.25
2022-01-31,PY005,LC0049,18,12175.36,12194.07,12194.07,11608.54
2022-01-31,PY005,LC0050,1,348.28,364.41,364.41,343.86
2022-01-31,PY005,LC0052,11,14140.36,14227.37,14227.37,13306.64
2022-01-31,PY005,LC0053,1,521.9,548.2,548.2,512.1
2022-01-31,PY006,LC0001,13,7651.9400000000005,7460.42,6562.860000000001,6163.52
2022-01-31,PY006,LC0002,1,219.8,231.06,231.06,217.85
2022-01-31,PY006,LC0003,5,2625.49,2590.19,2590.19,2430.42
2022-01-31,PY006,LC0004,3,3964.9900000000002,4040.59,3709.6000000000004,3443.81
2022-01-31,PY006,LC0005,11,7205.09,7141.38,7141.38,6731.47
2022-01-31,PY006,LC0006,15,8399.36,8556.89,8131.97,7796.67
2022-01-31,PY006,LC0007,2,908.46,850.3,850.3,795.8199999999999
2022-01-31,PY006,LC0008,3,2185.9300000000003,2153.14,2153.14,2048.61
2022-01-31,PY006,LC0009,7,4806.2300000000005,4725.26,4725.26,4484.03
2022-01-31,PY006,LC0010,1,72.26,74.73,74.73,72.95
2022-01-31,PY006,LC0011,8,4804.42,4767.05,3908.65,3707.45
2022-01-31,PY006,LC0013,1,397.29,376.58,376.58,339.88
2022-01-31,PY006,LC0014,1,586.77,561.51,561.51,544.73
2022-01-31,PY006,LC0015,15,8751.02,8495.02,8495.02,8173.67
2022-01-31,PY006,LC0016,1,934.05,994.75,994.75,912.1
2022-01-31,PY006,LC0017,5,3134.5099999999998,3162.77,2979.0,2811.07
2022-01-31,PY006,LC0018,12,12270.48,12104.619999999999,12023.57,11523.8
2022-01-31,PY006,LC0019,12,7376.25,7002.469999999999,5881.66,5522.67
2022-01-31,PY006,LC0020,1,343.49,355.38,355.38,343.41
2022-01-31,PY006,LC0021,5,2801.16,2715.6,2715.6,2581.51
2022-01-31,PY006,LC0022,9,8568.869999999999,8405.39,8405.39,7973.05
2022-01-31,PY006,LC0023,4,1404.2,1431.29,1431.29,1350.8
2022-01-31,PY006,LC0025,7,10000.68,9950.26,9950.26,9430.44
2022-01-31,PY006,LC0026,8,6576.98,6908.650000000001,6060.2300000000005,5818.8
2022-01-31,PY006,LC0027,5,877.5600000000001,835.18,835.18,771.75
2022-01-31,PY006,LC0028,19,19880.38,20325.22,20325.22,18903.27
2022-01-31,PY006,LC0029,5,4997.83,4876.25,4876.25,4667.179999999999
2022-01-31,PY006,LC0030,2,1919.49,1902.56,1902.56,1816.84
2022-01-31,PY006,LC0031,9,4574.06,4397.43,4397.43,4131.9
2022-01-31,PY006,LC0032,1,459.3,459.58,459.58,437.01
2022-01-31,PY006,LC0033,4,2871.64,2854.69,2486.24,2339.8199999999997
2022-01-31,PY006,LC0035,8,6046.68,6155.97,6155.97,5899.08
2022-01-31,PY006,LC0036,4,2431.42,2437.75,2437.75,2330.51
2022-01-31,PY006,LC0037,4,2702.33,2700.7400000000002,2700.7400000000002,2554.45
2022-01-31,PY006,LC0038,4,1734.55,1588.0,1487.45,1412.66
2022-01-31,PY006,LC0039,10,6600.01,6864.01,6864.01,6533.03
2022-01-31,PY006,LC0041,8,5777.97,5572.0,5572.0,5183.2
2022-01-31,PY006,LC0042,11,9786.59,9769.32,8685.8,8247.29
2022-01-31,PY006,LC0043,7,6709.55,7102.13,7102.13,6562.0
2022-01-31,PY006,LC0046,5,2114.08,2213.89,2213.89,2127.33
2022-01-31,PY006,LC0047,9,8241.31,8365.4,8365.4,7796.17
2022-01-31,PY006,LC0048,1,507.6,494.24,494.24,468.18
2022-01-31,PY006,LC0049,16,6447.14,6393.58,5895.93,5586.6
2022-01-31,PY006,LC0051,1,546.54,475.89,475.89,428.76
2022-01-31,PY006,LC0052,13,6313.5599999999995,6372.45,6372.45,5901.61
2022-01-31,PY007,LC0001,8,4045.95,4060.75,3924.21,3781.42
2022-01-31,PY007,LC0002,2,446.55,406.76,406.76,384.53
2022-01-31,PY007,LC0003,7,5638.91,5308.54,5308.54,5002.18
2022-01-31,PY007,LC0004,3,4875.700000000001,5242.0,3626.7799999999997,3461.9900000000002
2022-01-31,PY007,LC0005,9,7075.789999999999,7320.01,7320.01,7027.18
2022-01-31,PY007,LC0006,13,7351.84,6949.900000000001,6817.780000000001,6534.47
2022-01-31,PY007,LC0008,3,3449.8199999999997,3085.4900000000002,3085.4900000000002,2963.21
2022-01-31,PY007,LC0009,11,9015.93,8995.460000000001,8995.460000000001,8594.94
2022-01-31,PY007,LC0010,1,102.88,113.33,113.33,110.75
2022-01-31,PY007,LC0011,4,2125.6400000000003,2127.58,2127.58,2002.0500000000002
2022-01-31,PY007,LC0012,1,868.01,936.49,936.49,927.0
2022-01-31,PY007,LC0013,4,2217.24,2377.83,2039.1599999999999,1880.9299999999998
2022-01-31,PY007,LC0014,1,69.5,78.76,78.76,78.31
2022-01-31,PY007,LC0015,11,6080.7,6412.16,6412.16,6017.99
2022-01-31,PY007,LC0016,4,4299.49,4120.68,4120.68,3933.59
2022-01-31,PY007,LC0017,1,278.9,299.09,299.09,282.95
2022-01-31,PY007,LC0018,8,11982.27,11689.44,11689.44,11199.21
2022-01-31,PY007,LC0019,12,8970.8,8633.11,8633.11,8299.03
2022-01-31,PY007,LC0020,1,1430.93,1614.88,1614.88,1536.56
2022-01-31,PY007,LC0021,2,1255.0900000000001,1282.6100000000001,1282.6100000000001,1219.46
2022-01-31,PY007,LC0022,4,1720.29,1661.95,1661.95,1543.8799999999999
2022-01-31,PY007,LC0023,3,2120.1800000000003,1959.25,1959.25,1914.01
2022-01-31,PY007,LC0025,4,2503.67,2751.88,2751.88,2599.42
2022-01-31,PY007,LC0026,7,8010.700000000001,7839.43,7839.43,7584.219999999999
2022-01-31,PY007,LC0027,8,10011.88,10496.19,9431.02,8828.42
2022-01-31,PY007,LC0028,23,23719.98,23014.44,21441.98,20192.170000000002
2022-01-31,PY007,LC0029,2,529.93,547.02,547.02,529.73
2022-01-31,PY007,LC0030,2,1150.38,1170.8400000000001,1170.8400000000001,1156.35
2022-01-31,PY007,LC0031,11,8607.88,8377.72,8377.72,7944.88
2022-01-31,PY007,LC0032,2,499.09000000000003,460.28000000000003,460.28000000000003,436.05
2022-01-31,PY007,LC0033,7,7611.84,7645.61,7645.61,7302.18
2022-01-31,PY007,LC0034,3,1551.95,1594.19,1594.19,1495.67
2022-01-31,PY007,LC0035,7,3680.58,3709.43,3633.42,3391.8
2022-01-31,PY007,LC0036,2,1223.64,1260.91,983.8400000000001,895.81
2022-01-31,PY007,LC0037,5,2796.02,2793.96,2793.96,2692.13
2022-01-31,PY007,LC0038,2,917.48,945.6199999999999,945.6199999999999,923.09
2022-01-31,PY007,LC0039,5,2898.95,2850.1,2850.1,2673.2599999999998
2022-01-31,PY007,LC0040,2,3205.75,3007.9700000000003,3007.9700000000003,2915.71
2022-01-31,PY007,LC0041,11,6375.33,6559.05,6559.05,6275.44
2022-01-31,PY007,LC0042,7,5764.719999999999,5558.58,5558.58,5242.5199999999995
2022-01-31,PY007,LC0043,9,6467.67,6202.57,6202.57,5772.79
2022-01-31,PY007,LC0046,9,10380.47,10568.69,10568.69,9910.02
2022-01-31,PY007,LC0047,12,9869.32,10212.33,10212.33,9559.14
2022-01-31,PY007,LC0049,22,19141.5,19286.809999999998,19151.73,17968.8
2022-01-31,PY007,LC0051,1,611.62,649.9,649.9,615.74
2022-01-31,PY007,LC0052,10,14260.949999999999,14286.94,14286.94,13259.36
2022-01-31,PY007,LC0053,1,176.49,201.05,201.05,193.88
2022-01-31,PY008,LC0001,19,12898.84,12676.73,11550.34,10818.27
2022-01-31,PY008,LC0002,3,1587.19,1742.0400000000002,1742.0400000000002,1680.8600000000001
2022-01-31,PY008,LC0003,2,1372.3600000000001,1352.26,1352.26,1250.34
2022-01-31,PY008,LC0004,2,1034.73,956.1500000000001,956.1500000000001,910.7
2022-01-31,PY008,LC0005,6,8383.06,8234.74,8234.74,7950.89
2022-01-31,PY008,LC0006,7,2780.22,2692.2799999999997,2579.94,2442.54
2022-01-31,PY008,LC0007,1,879.56,914.07,914.07,857.08
2022-01-31,PY008,LC0009,9,11937.17,12286.91,11770.519999999999,10786.46
2022-01-31,PY008,LC0010,3,2454.93,2636.16,2636.16,2543.33
2022-01-31,PY008,LC0011,8,4067.44,4059.09,4059.09,3822.66
2022-01-31,PY008,LC0012,2,885.74,915.25,915.25,855.46
2022-01-31,PY008,LC0013,2,505.83000000000004,513.81,513.81,476.13
2022-01-31,PY008,LC0015,17,7682.4,7841.75,6961.280000000001,6650.610000000001
2022-01-31,PY008,LC0016,3,1973.43,1932.76,1571.3899999999999,1504.99
2022-01-31,PY008,LC0017,4,2836.0699999999997,2678.88,2678.88,2551.88
2022-01-31,PY008,LC0018,11,15324.599999999999,15759.26,15759.26,14858.75
2022-01-31,PY008,LC0019,26,23391.93,23563.65,23435.19,21996.0
2022-01-31,PY008,LC0020,3,1276.58,1441.27,1441.27,1348.42
2022-01-31,PY008,LC0021,2,1354.46,1325.24,1325.24,1231.52
2022-01-31,PY008,LC0022,6,6685.299999999999,6804.02,5578.58,5307.87
2022-01-31,PY008,LC0023,2,1337.45,1489.31,912.0,862.6
2022-01-31,PY008,LC0025,6,5266.94,5265.25,5108.35,4892.79
2022-01-31,PY008,LC0026,6,4973.03,4901.12,4901.12,4630.42
2022-01-31,PY008,LC0027,5,4054.06,4395.93,4395.93,4105.37
2022-01-31,PY008,LC0028,29,35388.73,34704.31,32335.09,30654.7
2022-01-31,PY008,LC0030,6,3126.33,3194.93,3194.93,3059.01
2022-01-31,PY008,LC0031,15,9742.5,9553.74,9553.74,8989.52
2022-01-31,PY008,LC0032,2,877.43,985.3699999999999,985.3699999999999,918.71
2022-01-31,PY008,LC0033,5,6022.7,6036.62,6036.62,5599.99
2022-01-31,PY008,LC0034,2,5565.85,5656.259999999999,5656.259999999999,5517.34
