snapshot_month,payer_id,location_id,open_ar_amount,avg_ar_days,ar_0_30,ar_31_60,ar_61_90,ar_91_plus
2022-01-31,PY001,LC0033,6590.23,11.0903625518381,6590.230000000001,0.0,0.0,0.0
2022-01-31,PY001,LC0034,1254.25,12.0,1254.25,0.0,0.0,0.0
2022-01-31,PY001,LC0035,3026.54,13.561591784678212,3026.54,0.0,0.0,0.0
2022-01-31,PY001,LC0036,1977.88,9.254621109470747,1977.88,0.0,0.0,0.0
2022-01-31,PY001,LC0037,5243.07,8.614809643968133,5243.07,0.0,0.0,0.0
2022-01-31,PY001,LC0038,1986.96,23.68562024399082,1986.96,0.0,0.0,0.0
2022-01-31,PY001,LC0039,6999.49,13.040467234041337,6999.49,0.0,0.0,0.0
2022-01-31,PY001,LC0041,8839.81,11.916988034810709,8839.809999999998,0.0,0.0,0.0
2022-01-31,PY001,LC0042,3926.6900000000005,11.850655386597873,3926.6900000000005,0.0,0.0,0.0
2022-01-31,PY001,LC0043,5932.91,16.933422216079464,5932.91,0.0,0.0,0.0
2022-01-31,PY001,LC0046,2104.01,17.49812025608243,2104.01,0.0,0.0,0.0
2022-01-31,PY001,LC0047,7856.71,20.655475383462033,7856.71,0.0,0.0,0.0
2022-01-31,PY001,LC0048,944.0600000000001,19.90422218926763,944.0600000000001,0.0,0.0,0.0
2022-01-31,PY001,LC0049,8321.76,13.019832343158177,8321.76,0.0,0.0,0.0
2022-01-31,PY001,LC0052,9157.53,14.877936517816483,9157.53,0.0,0.0,0.0
2022-01-31,PY002,LC0001,1351.33,19.927552855335108,1351.3300000000004,0.0,0.0,0.0
2022-01-31,PY002,LC0003,3341.98,15.357147559231356,3341.9799999999996,0.0,0.0,0.0
2022-01-31,PY002,LC0005,5600.51,12.300835102517448,5600.509999999999,0.0,0.0,0.0
2022-01-31,PY002,LC0006,742.64,14.101368092211569,742.64,0.0,0.0,0.0
2022-01-31,PY002,LC0007,212.17000000000002,7.090776264316352,212.17000000000002,0.0,0.0,0.0
2022-01-31,PY002,LC0008,1804.07,12.582272306506951,1804.07,0.0,0.0,0.0
2022-01-31,PY002,LC0009,2394.54,15.659475306321882,2394.5400000000004,0.0,0.0,0.0
2022-01-31,PY002,LC0010,954.99,6.234808741452789,954.99,0.0,0.0,0.0
2022-01-31,PY002,LC0011,2566.3,22.35970852978997,2566.3,0.0,0.0,0.0
2022-01-31,PY002,LC0013,259.28,10.0,259.28,0.0,0.0,0.0
2022-01-31,PY002,LC0015,3870.27,16.472246122363554,3870.27,0.0,0.0,0.0
2022-01-31,PY002,LC0016,1156.2600000000002,25.802397384671266,1156.2600000000002,0.0,0.0,0.0
2022-01-31,PY002,LC0017,799.9200000000001,14.092884288428843,799.92,0.0,0.0,0.0
2022-01-31,PY002,LC0018,8769.539999999999,16.38176688857112,8769.54,0.0,0.0,0.0
2022-01-31,PY002,LC0019,10938.45,13.281025190954846,10938.449999999999,0.0,0.0,0.0
2022-01-31,PY002,LC0020,721.93,25.0,721.93,0.0,0.0,0.0
2022-01-31,PY002,LC0021,3859.2699999999995,14.56157252537397,3859.2699999999995,0.0,0.0,0.0
2022-01-31,PY002,LC0022,4418.030000000001,12.779779675556755,4418.03,0.0,0.0,0.0
2022-01-31,PY002,LC0023,623.07,19.0,623.07,0.0,0.0,0.0
2022-01-31,PY002,LC0024,1951.08,10.999999999999998,1951.08,0.0,0.0,0.0
2022-01-31,PY002,LC0025,1215.08,14.39470652138131,1215.08,0.0,0.0,0.0
2022-01-31,PY002,LC0026,3390.6800000000003,17.629864805879652,3390.6799999999994,0.0,0.0,0.0
2022-01-31,PY002,LC0027,2128.15,16.34907313864154,2128.1500000000005,0.0,0.0,0.0
2022-01-31,PY002,LC0028,11494.0,21.076131894901685,11494.000000000002,0.0,0.0,0.0
2022-01-31,PY002,LC0029,544.08,27.0,544.08,0.0,0.0,0.0
2022-01-31,PY002,LC0030,726.22,25.37583652336757,726.22,0.0,0.0,0.0
2022-01-31,PY002,LC0031,12728.230000000001,16.639103001752797,12728.230000000001,0.0,0.0,0.0
2022-01-31,PY002,LC0032,4253.04,18.6482610085962,4253.04,0.0,0.0,0.0
2022-01-31,PY002,LC0033,3918.68,11.207937366664286,3918.6799999999994,0.0,0.0,0.0
2022-01-31,PY002,LC0034,2012.04,8.850614301902548,2012.04,0.0,0.0,0.0
2022-01-31,PY002,LC0035,1244.88,23.321830216567058,1244.88,0.0,0.0,0.0
2022-01-31,PY002,LC0036,3227.45,22.482836294907745,3227.4500000000003,0.0,0.0,0.0
2022-01-31,PY002,LC0037,3939.33,14.958855947584995,3939.330000000001,0.0,0.0,0.0
2022-01-31,PY002,LC0038,863.3,16.15738445499826,863.3,0.0,0.0,0.0
2022-01-31,PY002,LC0039,4435.5,19.31052868898658,4435.5,0.0,0.0,0.0
2022-01-31,PY002,LC0041,1762.19,21.183839427076535,1762.19,0.0,0.0,0.0
2022-01-31,PY002,LC0042,6732.38,15.107621673167584,6732.38,0.0,0.0,0.0
2022-01-31,PY002,LC0043,6443.63,11.563922819901205,6443.63,0.0,0.0,0.0
2022-01-31,PY002,LC0044,1879.4,4.0,1879.4,0.0,0.0,0.0
2022-01-31,PY002,LC0046,8037.6,11.426393450781328,8037.6,0.0,0.0,0.0
2022-01-31,PY002,LC0047,3708.3900000000003,10.560210765318642,3708.39,0.0,0.0,0.0
2022-01-31,PY002,LC0048,49.68,12.0,49.68,0.0,0.0,0.0
2022-01-31,PY002,LC0049,5325.96,13.530463991468208,5325.959999999999,0.0,0.0,0.0
2022-01-31,PY002,LC0050,681.4,17.0,681.4,0.0,0.0,0.0
2022-01-31,PY002,LC0052,2409.14,12.625218957802367,2409.1400000000003,0.0,0.0,0.0
2022-01-31,PY003,LC0001,2894.6,15.988177986595732,2894.6,0.0,0.0,0.0
2022-01-31,PY003,LC0002,219.68,20.0,219.68,0.0,0.0,0.0
2022-01-31,PY003,LC0003,795.69,15.097839610903744,795.69,0.0,0.0,0.0
2022-01-31,PY003,LC0004,4607.76,9.019504054030595,4607.759999999999,0.0,0.0,0.0
2022-01-31,PY003,LC0005,5220.6,6.808359192429989,5220.6,0.0,0.0,0.0
2022-01-31,PY003,LC0006,3232.67,17.94551871981984,3232.67,0.0,0.0,0.0
2022-01-31,PY003,LC0007,1029.23,3.0,1029.23,0.0,0.0,0.0
2022-01-31,PY003,LC0008,1530.4499999999998,11.064856741481265,1530.4499999999998,0.0,0.0,0.0
2022-01-31,PY003,LC0009,1801.99,18.466056970349445,1801.9900000000002,0.0,0.0,0.0
2022-01-31,PY003,LC0010,598.2600000000001,12.131782168288035,598.2600000000001,0.0,0.0,0.0
2022-01-31,PY003,LC0011,1300.54,21.157103972196165,1300.54,0.0,0.0,0.0
2022-01-31,PY003,LC0013,1316.79,8.885456299030217,1316.79,0.0,0.0,0.0
2022-01-31,PY003,LC0014,345.55,27.0,345.55,0.0,0.0,0.0
2022-01-31,PY003,LC0015,7910.22,16.55372290530478,7910.22,0.0,0.0,0.0
2022-01-31,PY003,LC0016,527.74,21.0,527.74,0.0,0.0,0.0
2022-01-31,PY003,LC0017,3172.36,9.331113114526724,3172.3599999999997,0.0,0.0,0.0
2022-01-31,PY003,LC0018,8357.79,14.50010828221336,8357.79,0.0,0.0,0.0
2022-01-31,PY003,LC0019,12985.39,14.882681998769387,12985.39,0.0,0.0,0.0
2022-01-31,PY003,LC0020,597.14,18.083230063301738,597.14,0.0,0.0,0.0
2022-01-31,PY003,LC0021,2714.79,17.76338501320544,2714.7900000000004,0.0,0.0,0.0
2022-01-31,PY003,LC0022,2296.11,14.721407075444992,2296.11,0.0,0.0,0.0
2022-01-31,PY003,LC0023,478.39,12.809067915299233,478.39,0.0,0.0,0.0
2022-01-31,PY003,LC0024,369.19,10.0,369.19,0.0,0.0,0.0
2022-01-31,PY003,LC0025,2915.46,9.24234254628772,2915.46,0.0,0.0,0.0
2022-01-31,PY003,LC0026,3703.15,18.688114173068872,3703.1499999999996,0.0,0.0,0.0
2022-01-31,PY003,LC0027,1452.27,15.54538756567305,1452.27,0.0,0.0,0.0
2022-01-31,PY003,LC0028,8282.4,20.967080797836378,8282.4,0.0,0.0,0.0
2022-01-31,PY003,LC0029,111.21000000000004,20.0,111.21000000000004,0.0,0.0,0.0
2022-01-31,PY003,LC0030,3340.91,16.3576061611956,3340.91,0.0,0.0,0.0
2022-01-31,PY003,LC0031,3612.48,13.85990787492249,3612.4800000000005,0.0,0.0,0.0
2022-01-31,PY003,LC0032,1518.07,15.290408215694926,1518.07,0.0,0.0,0.0
2022-01-31,PY003,LC0033,3376.5,16.800168813860505,3376.5,0.0,0.0,0.0
2022-01-31,PY003,LC0035,4263.6900000000005,14.58424979301966,4263.6900000000005,0.0,0.0,0.0
2022-01-31,PY003,LC0036,5305.1,13.85502064051573,5305.1,0.0,0.0,0.0
2022-01-31,PY003,LC0037,4816.52,12.855761005871457,4816.52,0.0,0.0,0.0
2022-01-31,PY003,LC0038,3023.0699999999997,25.298663279381554,3023.0699999999997,0.0,0.0,0.0
2022-01-31,PY003,LC0039,4568.2300000000005,8.098254685074963,4568.2300000000005,0.0,0.0,0.0
2022-01-31,PY003,LC0041,581.0799999999998,6.5276726096234565,581.0799999999998,0.0,0.0,0.0
2022-01-31,PY003,LC0042,9220.25,15.249370678669235,9220.25,0.0,0.0,0.0
2022-01-31,PY003,LC0043,4999.85,21.498482954488637,4999.849999999999,0.0,0.0,0.0
2022-01-31,PY003,LC0045,15.519999999999982,28.0,15.519999999999982,0.0,0.0,0.0
2022-01-31,PY003,LC0046,5668.22,18.883363736763926,5668.219999999999,0.0,0.0,0.0
2022-01-31,PY003,LC0047,5320.17,18.79773014772084,5320.17,0.0,0.0,0.0
2022-01-31,PY003,LC0048,1601.06,26.55340836695689,1601.06,0.0,0.0,0.0
2022-01-31,PY003,LC0049,14828.18,21.29227524888422,14828.179999999998,0.0,0.0,0.0
2022-01-31,PY003,LC0051,399.03,5.564243289978198,399.03,0.0,0.0,0.0
2022-01-31,PY003,LC0052,6381.28,12.709816839254824,6381.279999999999,0.0,0.0,0.0
2022-01-31,PY004,LC0001,9191.240000000002,15.08155047632311,9191.24,0.0,0.0,0.0
2022-01-31,PY004,LC0003,891.8700000000001,18.4899256618117,891.8700000000001,0.0,0.0,0.0
2022-01-31,PY004,LC0004,218.69,5.0,218.69,0.0,0.0,0.0
2022-01-31,PY004,LC0005,5645.39,12.435532354717745,5645.390000000001,0.0,0.0,0.0
2022-01-31,PY004,LC0006,6644.67,15.313979475278684,6644.67,0.0,0.0,0.0
2022-01-31,PY004,LC0007,1280.3899999999999,6.063918024976765,1280.39,0.0,0.0,0.0
2022-01-31,PY004,LC0008,8409.01,19.01162205776899,8409.01,0.0,0.0,0.0
2022-01-31,PY004,LC0009,9394.1,17.793989844689747,9394.1,0.0,0.0,0.0
2022-01-31,PY004,LC0010,1975.81,21.073271215349653,1975.81,0.0,0.0,0.0
2022-01-31,PY004,LC0011,1723.04,10.56978363822082,1723.04,0.0,0.0,0.0
2022-01-31,PY004,LC0013,499.64,19.0,499.64,0.0,0.0,0.0
2022-01-31,PY004,LC0015,11675.46,18.91173281395337,11675.46,0.0,0.0,0.0
2022-01-31,PY004,LC0016,659.47,13.532306245924756,659.47,0.0,0.0,0.0
2022-01-31,PY004,LC0017,8324.13,25.755408673338838,8324.13,0.0,0.0,0.0
2022-01-31,PY004,LC0018,1324.49,13.706022695528091,1324.49,0.0,0.0,0.0
2022-01-31,PY004,LC0019,30819.55,14.99544737025687,30819.55,0.0,0.0,0.0
2022-01-31,PY004,LC0020,1745.3700000000001,8.488887743000051,1745.3700000000001,0.0,0.0,0.0
2022-01-31,PY004,LC0021,2852.59,10.633406833789646,2852.59,0.0,0.0,0.0
2022-01-31,PY004,LC0022,3709.5,13.874740531068875,3709.5000000000005,0.0,0.0,0.0
2022-01-31,PY004,LC0023,438.77,21.0,438.77,0.0,0.0,0.0
2022-01-31,PY004,LC0025,2911.55,14.396781782899144,2911.55,0.0,0.0,0.0
2022-01-31,PY004,LC0026,6985.73,10.156186969722564,6985.73,0.0,0.0,0.0
2022-01-31,PY004,LC0027,9708.35,15.619790180617711,9708.350000000002,0.0,0.0,0.0
2022-01-31,PY004,LC0028,10478.16,13.617574077891536,10478.160000000002,0.0,0.0,0.0
2022-01-31,PY004,LC0029,242.44,7.534895231809932,242.44,0.0,0.0,0.0
2022-01-31,PY004,LC0031,3701.43,13.100061327649046,3701.43,0.0,0.0,0.0
2022-01-31,PY004,LC0032,616.62,23.0,616.62,0.0,0.0,0.0
2022-01-31,PY004,LC0033,3325.25,13.837924968047515,3325.25,0.0,0.0,0.0
2022-01-31,PY004,LC0034,922.57,9.0,922.57,0.0,0.0,0.0
2022-01-31,PY004,LC0035,4150.99,20.525438509849458,4150.99,0.0,0.0,0.0
2022-01-31,PY004,LC0036,2755.94,18.01255832855577,2755.9400000000005,0.0,0.0,0.0
2022-01-31,PY004,LC0037,895.1800000000001,12.131716526285217,895.18,0.0,0.0,0.0
2022-01-31,PY004,LC0038,1868.3200000000002,21.993967842767834,1868.3200000000002,0.0,0.0,0.0
2022-01-31,PY004,LC0039,3947.9700000000003,17.827896361927777,3947.97,0.0,0.0,0.0
2022-01-31,PY004,LC0040,1053.1600000000003,14.526748072467624,1053.1600000000003,0.0,0.0,0.0
2022-01-31,PY004,LC0041,2416.7799999999997,15.147580665182598,2416.7799999999997,0.0,0.0,0.0
2022-01-31,PY004,LC0042,5436.99,17.333793146575587,5436.99,0.0,0.0,0.0
2022-01-31,PY004,LC0043,3103.6,14.061998968939294,3103.6,0.0,0.0,0.0
2022-01-31,PY004,LC0045,149.38000000000002,19.452135493372612,149.38000000000002,0.0,0.0,0.0
2022-01-31,PY004,LC0046,16602.73,16.781579896800107,16602.730000000003,0.0,0.0,0.0
2022-01-31,PY004,LC0047,4265.0,15.388522860492381,4265.0,0.0,0.0,0.0
2022-01-31,PY004,LC0048,1414.79,7.743325864615952,1414.79,0.0,0.0,0.0
2022-01-31,PY004,LC0049,6573.92,19.273282911869934,6573.92,0.0,0.0,0.0
2022-01-31,PY004,LC0052,8205.04,16.975086044674985,8205.039999999999,0.0,0.0,0.0
2022-01-31,PY005,LC0001,6686.389999999999,16.85143851914112,6686.39,0.0,0.0,0.0
2022-01-31,PY005,LC0003,1913.85,13.572432531285106,1913.85,0.0,0.0,0.0
2022-01-31,PY005,LC0004,721.78,10.18556900994763,721.78,0.0,0.0,0.0
2022-01-31,PY005,LC0005,5200.6900000000005,10.72043132738156,5200.6900000000005,0.0,0.0,0.0
2022-01-31,PY005,LC0006,3325.97,21.23978568658166,3325.97,0.0,0.0,0.0
2022-01-31,PY005,LC0008,1166.97,12.565824314249724,1166.97,0.0,0.0,0.0
2022-01-31,PY005,LC0009,4311.389999999999,13.38008855612691,4311.389999999999,0.0,0.0,0.0
2022-01-31,PY005,LC0010,566.83,21.0,566.83,0.0,0.0,0.0
2022-01-31,PY005,LC0011,5848.11,12.80256185331671,5848.110000000001,0.0,0.0,0.0
2022-01-31,PY005,LC0012,505.3,10.0,505.3,0.0,0.0,0.0
2022-01-31,PY005,LC0013,1216.72,17.43683016634887,1216.72,0.0,0.0,0.0
2022-01-31,PY005,LC0015,12586.58,16.180795736411323,12586.58,0.0,0.0,0.0
2022-01-31,PY005,LC0016,4096.78,11.386884333549764,4096.78,0.0,0.0,0.0
2022-01-31,PY005,LC0017,3132.6499999999996,13.455939859224616,3132.65,0.0,0.0,0.0
2022-01-31,PY005,LC0018,3162.15,6.6885094002498295,3162.15,0.0,0.0,0.0
2022-01-31,PY005,LC0019,9524.88,12.435591839477244,9524.88,0.0,0.0,0.0
2022-01-31,PY005,LC0020,834.86,5.0,834.86,0.0,0.0,0.0
2022-01-31,PY005,LC0021,411.49,22.0,411.49,0.0,0.0,0.0
2022-01-31,PY005,LC0022,4628.0,14.709140017286087,4628.0,0.0,0.0,0.0
2022-01-31,PY005,LC0023,448.73,23.92610255610278,448.73,0.0,0.0,0.0
2022-01-31,PY005,LC0024,145.46,27.0,145.46,0.0,0.0,0.0
2022-01-31,PY005,LC0025,4284.74,15.422574065170817,4284.74,0.0,0.0,0.0
2022-01-31,PY005,LC0026,2594.1,9.709282602829497,2594.1,0.0,0.0,0.0
2022-01-31,PY005,LC0027,8632.91,11.446387139446607,8632.91,0.0,0.0,0.0
2022-01-31,PY005,LC0028,9678.76,16.792353565952663,9678.76,0.0,0.0,0.0
2022-01-31,PY005,LC0029,247.86,13.0,247.86,0.0,0.0,0.0
2022-01-31,PY005,LC0030,140.27,4.0,140.27,0.0,0.0,0.0
2022-01-31,PY005,LC0031,6140.42,24.91498301419121,6140.42,0.0,0.0,0.0
2022-01-31,PY005,LC0032,2276.29,14.84180838118166,2276.29,0.0,0.0,0.0
2022-01-31,PY005,LC0033,6231.650000000001,8.464644195357568,6231.650000000001,0.0,0.0,0.0
2022-01-31,PY005,LC0034,456.29,20.109579434131803,456.29,0.0,0.0,0.0
2022-01-31,PY005,LC0035,3843.87,10.894541178551824,3843.87,0.0,0.0,0.0
2022-01-31,PY005,LC0036,753.92,5.42041595925297,753.92,0.0,0.0,0.0
2022-01-31,PY005,LC0037,3507.5600000000004,9.959370616610975,3507.5600000000004,0.0,0.0,0.0
2022-01-31,PY005,LC0038,6588.3,18.0351972435985,6588.3,0.0,0.0,0.0
2022-01-31,PY005,LC0039,4483.25,13.839698879161324,4483.25,0.0,0.0,0.0
2022-01-31,PY005,LC0040,474.35000000000014,24.0,474.35000000000014,0.0,0.0,0.0
2022-01-31,PY005,LC0041,2730.46,10.045325696036565,2730.46,0.0,0.0,0.0
2022-01-31,PY005,LC0042,9037.52,11.684070408696192,9037.52,0.0,0.0,0.0
2022-01-31,PY005,LC0043,6588.35,16.464726373067613,6588.349999999999,0.0,0.0,0.0
2022-01-31,PY005,LC0045,647.4,12.0,647.4,0.0,0.0,0.0
2022-01-31,PY005,LC0046,15092.35,20.79004793819385,15092.35,0.0,0.0,0.0
2022-01-31,PY005,LC0047,4803.81,15.980107456373167,4803.81,0.0,0.0,0.0
2022-01-31,PY005,LC0048,5055.96,21.027021574537773,5055.96,0.0,0.0,0.0
2022-01-31,PY005,LC0049,9362.94,16.461208765622764,9362.939999999999,0.0,0.0,0.0
2022-01-31,PY005,LC0050,364.41,14.000000000000002,364.41,0.0,0.0,0.0
2022-01-31,PY005,LC0052,12985.07,18.775162552069414,12985.07,0.0,0.0,0.0
2022-01-31,PY005,LC0053,336.55000000000007,25.0,336.55000000000007,0.0,0.0,0.0
2022-01-31,PY006,LC0001,4589.76,13.03972103116503,4589.76,0.0,0.0,0.0
2022-01-31,PY006,LC0002,231.06,13.0,231.06,0.0,0.0,0.0
2022-01-31,PY006,LC0003,2007.05,17.441593383323784,2007.05,0.0,0.0,0.0
2022-01-31,PY006,LC0004,3709.6000000000004,9.211295018330818,3709.6000000000004,0.0,0.0,0.0
2022-01-31,PY006,LC0005,7141.38,13.473001016610233,7141.38,0.0,0.0,0.0
2022-01-31,PY006,LC0006,7088.35,12.505185268786107,7088.35,0.0,0.0,0.0
2022-01-31,PY006,LC0007,426.72,20.26246719160105,426.72,0.0,0.0,0.0
2022-01-31,PY006,LC0008,2153.14,19.85693452353307,2153.1400000000003,0.0,0.0,0.0
2022-01-31,PY006,LC0009,4725.26,13.166181331820894,4725.26,0.0,0.0,0.0
2022-01-31,PY006,LC0010,74.73,7.0,74.73,0.0,0.0,0.0
2022-01-31,PY006,LC0011,3865.65,10.735485623375112,3865.65,0.0,0.0,0.0
2022-01-31,PY006,LC0013,376.58,26.0,376.58,0.0,0.0,0.0
2022-01-31,PY006,LC0014,561.51,11.0,561.51,0.0,0.0,0.0
2022-01-31,PY006,LC0015,6608.34,16.47514807046853,6608.34,0.0,0.0,0.0
2022-01-31,PY006,LC0016,994.75,10.0,994.75,0.0,0.0,0.0
2022-01-31,PY006,LC0017,2979.0,19.413061430010067,2979.0,0.0,0.0,0.0
2022-01-31,PY006,LC0018,11919.23,10.464495609196232,11919.23,0.0,0.0,0.0
2022-01-31,PY006,LC0019,4441.04,15.856954677282797,4441.04,0.0,0.0,0.0
2022-01-31,PY006,LC0020,355.38,25.999999999999996,355.38,0.0,0.0,0.0
2022-01-31,PY006,LC0021,1986.4,17.426555577929925,1986.3999999999996,0.0,0.0,0.0
2022-01-31,PY006,LC0022,5230.42,13.808726641455177,5230.42,0.0,0.0,0.0
2022-01-31,PY006,LC0023,1245.09,8.528580263274142,1245.09,0.0,0.0,0.0
2022-01-31,PY006,LC0025,5759.280000000001,12.532120334486255,5759.280000000001,0.0,0.0,0.0
2022-01-31,PY006,LC0026,6018.62,9.138734460723555,6018.620000000001,0.0,0.0,0.0
2022-01-31,PY006,LC0027,340.78999999999996,15.603216056809181,340.78999999999996,0.0,0.0,0.0
2022-01-31,PY006,LC0028,18254.940000000002,12.739414098320784,18254.94,0.0,0.0,0.0
2022-01-31,PY006,LC0029,4723.469999999999,15.405458275378058,4723.469999999999,0.0,0.0,0.0
2022-01-31,PY006,LC0030,1544.2599999999998,19.3858547135845,1544.2599999999998,0.0,0.0,0.0
2022-01-31,PY006,LC0031,3478.93,17.33388139456672,3478.9300000000003,0.0,0.0,0.0
2022-01-31,PY006,LC0032,459.58,7.0,459.58,0.0,0.0,0.0
2022-01-31,PY006,LC0033,1906.45,21.549461040153165,1906.4499999999998,0.0,0.0,0.0
2022-01-31,PY006,LC0035,5149.07,8.671583412150156,5149.07,0.0,0.0,0.0
2022-01-31,PY006,LC0036,2437.75,19.527051584452877,2437.75,0.0,0.0,0.0
2022-01-31,PY006,LC0037,2700.7400000000002,22.9270200019254,2700.7400000000002,0.0,0.0,0.0
2022-01-31,PY006,LC0038,1094.42,13.093876208402627,1094.4199999999998,0.0,0.0,0.0
2022-01-31,PY006,LC0039,5873.87,15.102276693219292,5873.87,0.0,0.0,0.0
2022-01-31,PY006,LC0041,1975.34,11.659795275749996,1975.34,0.0,0.0,0.0
2022-01-31,PY006,LC0042,8314.61,12.462081805400373,8314.61,0.0,0.0,0.0
2022-01-31,PY006,LC0043,5186.759999999999,18.038125920613258,5186.759999999998,0.0,0.0,0.0
2022-01-31,PY006,LC0046,2213.89,13.789804371490906,2213.89,0.0,0.0,0.0
2022-01-31,PY006,LC0047,7992.17,9.413024247482223,7992.17,0.0,0.0,0.0
2022-01-31,PY006,LC0048,494.24,4.999999999999999,494.24,0.0,0.0,0.0
2022-01-31,PY006,LC0049,4705.33,14.812625256889529,4705.33,0.0,0.0,0.0
2022-01-31,PY006,LC0051,475.89,5.0,475.89,0.0,0.0,0.0
2022-01-31,PY006,LC0052,5075.15,12.651897973458915,5075.15,0.0,0.0,0.0
2022-01-31,PY007,LC0001,3791.8700000000003,10.277902459736225,3791.87,0.0,0.0,0.0
2022-01-31,PY007,LC0002,406.76,15.438710787688073,406.76,0.0,0.0,0.0
2022-01-31,PY007,LC0003,4917.29,15.415785930868426,4917.29,0.0,0.0,0.0
2022-01-31,PY007,LC0004,3626.7799999999997,8.337235784911133,3626.7799999999997,0.0,0.0,0.0
2022-01-31,PY007,LC0005,5769.5,17.39814195337551,5769.5,0.0,0.0,0.0
2022-01-31,PY007,LC0006,6239.360000000001,14.087680467227413,6239.359999999999,0.0,0.0,0.0
2022-01-31,PY007,LC0008,1488.56,14.90834094695545,1488.56,0.0,0.0,0.0
2022-01-31,PY007,LC0009,7348.75,14.317145092702837,7348.750000000001,0.0,0.0,0.0
2022-01-31,PY007,LC0010,113.33,12.0,113.33,0.0,0.0,0.0
2022-01-31,PY007,LC0011,2127.58,15.708198986642103,2127.58,0.0,0.0,0.0
2022-01-31,PY007,LC0012,936.49,10.0,936.49,0.0,0.0,0.0
2022-01-31,PY007,LC0013,1678.21,13.85122243342609,1678.21,0.0,0.0,0.0
2022-01-31,PY007,LC0014,78.76,4.0,78.76,0.0,0.0,0.0
2022-01-31,PY007,LC0015,5480.77,18.813925780501645,5480.77,0.0,0.0,0.0
2022-01-31,PY007,LC0016,2540.87,13.733662092118056,2540.87,0.0,0.0,0.0
2022-01-31,PY007,LC0017,299.09,27.0,299.09,0.0,0.0,0.0
2022-01-31,PY007,LC0018,11634.94,18.94826960860993,11634.939999999999,0.0,0.0,0.0
2022-01-31,PY007,LC0019,6001.46,10.327210378807823,6001.46,0.0,0.0,0.0
2022-01-31,PY007,LC0020,1614.88,13.999999999999998,1614.88,0.0,0.0,0.0
2022-01-31,PY007,LC0021,1282.6100000000001,17.95080343986091,1282.6100000000001,0.0,0.0,0.0
2022-01-31,PY007,LC0022,1409.47,16.295160592279366,1409.47,0.0,0.0,0.0
2022-01-31,PY007,LC0023,735.1099999999999,17.628354940076996,735.1099999999999,0.0,0.0,0.0
2022-01-31,PY007,LC0025,2336.05,17.739967038376744,2336.05,0.0,0.0,0.0
